date,home_team,away_team,home_shots_target,away_shots_target,season,target,home_goals_avg,home_goals_conceded_avg,home_form,home_days_rest,away_goals_avg,away_goals_conceded_avg,away_form,away_days_rest,home_rang,away_rang,h2h_home_win_rate,h2h_draw_rate,h2h_n_matches,home_rank_norm,away_rank_norm,classement_diff,goals_diff,defense_diff,form_diff,fatigue_diff,home_attack_vs_away_def,away_attack_vs_home_def,y_true,y_pred,correct,prob_dom,prob_nul,prob_ext,confidence,error
2023-12-17,Marseille,Clermont,6.0,2.0,2324,2,1.741816303722821,1.0375250877673274,14.0,7.0,0.4314480683598817,1.148676681169387,10.0,7.0,2,12,0.75,0.0,4,0.0526315789473684,0.5789473684210527,0.5263157894736843,1.3103682353629391,0.1111515934020594,4.0,0.0,1.516367775438429,0.4158435043612527,2,2,True,0.7889577,0.12178411,0.089258134,0.7889577,False
2023-12-17,Lille,Paris SG,3.0,2.0,2324,1,1.16502711965577,0.3043255436384335,19.0,7.0,2.818218647455524,0.6570144708025655,28.0,8.0,3,1,0.125,0.125,16,0.1052631578947368,0.0,-0.1052631578947368,-1.6531915277997542,0.3526889271641319,-9.0,1.0,1.773213789694236,9.260539269105276,1,1,True,0.17068425,0.6462124,0.18310332,0.6462124,False
2023-12-20,Toulouse,Monaco,5.0,4.0,2324,0,0.6337293022564352,1.317193785404124,8.0,3.0,1.4538497540990123,1.2730251228399416,19.0,5.0,12,2,0.1818181818181818,0.2727272727272727,11,0.5789473684210527,0.0526315789473684,-0.5263157894736843,-0.8201204518425771,-0.0441686625641823,-11.0,2.0,0.4978136651715666,1.103747808567865,0,0,True,0.3589494,0.27799118,0.36305943,0.36305943,False
2023-12-20,Nice,Lens,5.0,3.0,2324,2,0.944262479341888,0.7231451083429734,20.0,4.0,1.5686186866850558,0.3148164188384638,22.0,4.0,5,13,0.6666666666666666,0.1666666666666666,6,0.2105263157894736,0.631578947368421,0.4210526315789473,-0.6243562073431678,-0.4083286895045095,-2.0,0.0,2.9994067108247,2.1691617195329087,2,2,True,0.5181677,0.25222278,0.22960958,0.5181677,False
2023-12-20,Reims,Le Havre,7.0,1.0,2324,2,0.9295771030410198,1.6174803934967976,13.0,4.0,0.7801031491695289,1.086519016672275,10.0,4.0,10,18,0.45,0.26,0,0.4736842105263157,0.8947368421052632,0.4210526315789474,0.1494739538714908,-0.5309613768245229,3.0,0.0,0.8555552997940826,0.4822952737516898,2,2,True,0.8542793,0.12349962,0.022221114,0.8542793,False
2023-12-20,Lyon,Nantes,7.0,0.0,2324,2,1.2358917661555515,1.4560361566191722,11.0,5.0,0.7018113617645041,1.5472054507987123,10.0,3.0,3,9,0.5333333333333333,0.3333333333333333,15,0.1052631578947368,0.4210526315789473,0.3157894736842105,0.5340804043910476,0.0911692941795401,1.0,-2.0,0.7987896924209701,0.4820013284519442,2,2,True,0.79339844,0.18319781,0.02340378,0.79339844,False
2023-12-20,Strasbourg,Lille,2.0,2.0,2324,2,1.0681372517544387,1.2342270091956156,10.0,3.0,1.148524407690193,0.3203589959958272,20.0,3.0,11,5,0.0833333333333333,0.25,12,0.5263157894736842,0.2105263157894736,-0.3157894736842105,-0.0803871559357543,-0.9138680131997884,-10.0,0.0,3.334188410830054,0.930561719305367,2,1,False,0.27198952,0.5286705,0.19934,0.5286705,True
2023-12-20,Brest,Lorient,7.0,3.0,2324,2,1.4368707849064402,0.790725722451246,15.0,3.0,1.1232539931770804,1.9524151786027804,6.0,3.0,16,14,0.3333333333333333,0.0,6,0.7894736842105263,0.6842105263157895,-0.1052631578947368,0.3136167917293597,1.1616894561515343,9.0,0.0,0.7359453054112791,1.4205355425835882,2,2,True,0.69324493,0.19154663,0.11520842,0.69324493,False
2023-12-20,Montpellier,Marseille,6.0,4.0,2324,1,0.7649450707212802,1.0398177854023165,12.0,3.0,1.8747026599080647,0.8731705991543057,17.0,3.0,8,4,0.1333333333333333,0.4,15,0.3684210526315789,0.1578947368421052,-0.2105263157894736,-1.1097575891867846,-0.1666471862480105,-5.0,0.0,0.8760545435933762,1.8029145935244055,1,1,True,0.22462933,0.6065675,0.16880313,0.6065675,False
2023-12-20,Clermont,Rennes,6.0,11.0,2324,0,0.4883032615238936,1.2338090130524482,10.0,3.0,0.8735265231928645,1.4052869554026874,8.0,3.0,17,7,0.5,0.0,4,0.8421052631578947,0.3157894736842105,-0.5263157894736842,-0.3852232616689709,0.1714779423502392,2.0,0.0,0.3474758373345673,0.7079916858702114,0,0,True,0.15027253,0.053640917,0.7960866,0.7960866,False
2023-12-20,Paris SG,Metz,5.0,1.0,2324,2,2.475794802873683,0.7448470170010719,26.0,3.0,0.8020749229922736,1.3470938192721722,8.0,3.0,1,15,1.0,0.0,9,0.0,0.7368421052631579,0.7368421052631579,1.6737198798814097,0.6022468022711003,18.0,0.0,1.8378785259450916,1.0768317583140958,2,2,True,0.8371765,0.13731684,0.025506679,0.8371765,False
2024-01-12,Marseille,Strasbourg,2.0,4.0,2324,1,1.7336984006384957,0.7787855526813492,18.0,23.0,1.2683915131365204,1.2108043082760542,13.0,23.0,1,2,0.5,0.5,12,0.0,0.0526315789473684,0.0526315789473684,0.465306887501975,0.432018755594705,5.0,0.0,1.431856815166886,1.6286787919594343,1,0,False,0.19134295,0.36118612,0.447471,0.447471,True
2024-01-13,Monaco,Reims,5.0,5.0,2324,0,1.454930785410348,1.1921886172771847,19.0,24.0,0.8830853994581548,1.455732354147118,13.0,24.0,1,4,0.3076923076923077,0.4615384615384615,13,0.0,0.1578947368421052,0.1578947368421052,0.5718453859521934,0.2635437368699331,6.0,0.0,0.9994493708033032,0.7407262463845826,0,0,True,0.2871289,0.23923166,0.47363937,0.47363937,False
2024-01-13,Rennes,Nice,5.0,2.0,2324,2,1.086173870873578,1.3647582598624188,8.0,24.0,1.156904217965225,0.6508305975086762,22.0,24.0,3,2,0.1176470588235294,0.2941176470588235,17,0.1052631578947368,0.0526315789473684,-0.0526315789473684,-0.0707303470916469,-0.7139276623537426,-14.0,0.0,1.6689041280962489,0.847699004277763,2,1,False,0.36392716,0.51041615,0.1256567,0.51041615,True
2024-01-14,Metz,Toulouse,2.0,2.0,2324,0,0.8754014239718092,1.512384437344955,8.0,25.0,0.5632883854732659,1.4925423934212376,5.0,25.0,10,6,0.1666666666666666,0.6666666666666666,6,0.4736842105263157,0.2631578947368421,-0.2105263157894736,0.3121130384985433,-0.0198420439237176,3.0,0.0,0.5865169577965523,0.3724505301457205,0,1,False,0.30485994,0.42968333,0.26545668,0.42968333,True
2024-01-14,Nantes,Clermont,9.0,6.0,2324,0,0.5780962323092907,1.3854169191613153,10.0,25.0,0.5930069286502672,1.5710300915834925,9.0,25.0,5,11,0.6,0.4,5,0.2105263157894736,0.5263157894736842,0.3157894736842105,-0.0149106963409764,0.185613172422177,1.0,0.0,0.3679727303801092,0.428034998308851,0,2,False,0.7155684,0.1750154,0.10941618,0.7155684,True
2024-01-14,Le Havre,Lyon,7.0,2.0,2324,2,0.702092834252576,1.0243331217262843,10.0,25.0,1.2658365828187594,1.2033645543997291,14.0,25.0,12,2,0.0,1.0,1,0.5789473684210527,0.0526315789473684,-0.5263157894736843,-0.5637437485661835,0.179031432673445,-4.0,0.0,0.5834415112906486,1.2357665255278234,2,1,False,0.3657522,0.51056206,0.12368576,0.51056206,True
2024-01-14,Lille,Lorient,10.0,0.0,2324,2,1.0801379736424106,0.5953910829537703,17.0,25.0,1.0109285938593726,2.2107076540212653,6.0,25.0,3,8,0.5454545454545454,0.0,11,0.1052631578947368,0.3684210526315789,0.2631578947368421,0.0692093797830379,1.615316571067495,11.0,0.0,0.488593763936921,1.697923638432904,2,2,True,0.9453947,0.051680285,0.0029250183,0.9453947,False
2024-01-14,Brest,Montpellier,9.0,4.0,2324,2,1.907319679530848,0.7116531502061214,17.0,25.0,0.6813825770916262,1.0893700001408475,10.0,25.0,9,4,0.25,0.25,8,0.4210526315789473,0.1578947368421052,-0.2631578947368421,1.2259371024392218,0.3777168499347261,7.0,0.0,1.7508465253166927,0.9574644289767738,2,2,True,0.7266908,0.15576412,0.11754504,0.7266908,False
2024-01-14,Lens,Paris SG,5.0,7.0,2324,0,1.3582228247377874,0.5904027635121434,19.0,25.0,2.688817302422603,0.8238963085797276,28.0,25.0,7,1,0.2857142857142857,0.2857142857142857,7,0.3157894736842105,0.0,-0.3157894736842105,-1.3305944776848158,0.2334935450675842,-9.0,0.0,1.648536121103829,4.554208531185677,0,0,True,0.18768051,0.2916254,0.5206941,0.5206941,False
2024-01-26,Lyon,Rennes,6.0,5.0,2324,0,1.1321849379793578,1.3830280989597563,13.0,12.0,1.231090477064983,1.067680454039888,11.0,13.0,1,2,0.375,0.1875,16,0.0,0.0526315789473684,0.0526315789473684,-0.0989055390856255,-0.3153476449198686,2.0,1.0,1.0604155332200735,0.8901413340704697,0,1,False,0.32336345,0.50637585,0.17026067,0.50637585,True
2024-01-27,Nice,Metz,9.0,1.0,2324,2,0.9876798028899396,0.8928155243153344,19.0,14.0,0.7878612815746283,1.4611459936104596,8.0,13.0,3,4,0.5,0.2,10,0.1052631578947368,0.1578947368421052,0.0526315789473684,0.1998185213153112,0.5683304692951252,11.0,-1.0,0.6759624344240951,0.8824457686024317,2,2,True,0.88397026,0.09731004,0.018719701,0.88397026,False
2024-01-27,Marseille,Monaco,9.0,5.0,2324,1,1.55326057401712,0.8544409906919772,16.0,15.0,1.3023697203117872,1.480037742106992,16.0,14.0,2,1,0.3125,0.25,16,0.0526315789473684,0.0,-0.0526315789473684,0.2508908537053327,0.6255967514150149,0.0,-1.0,1.0494736247778973,1.5242360028362527,1,2,False,0.62578434,0.24878256,0.1254331,0.62578434,True
2024-01-28,Montpellier,Lille,7.0,0.0,2324,1,0.6132443193824636,1.1804330001267629,10.0,14.0,1.3791921628356951,0.4823179813796304,19.0,14.0,3,2,0.125,0.1875,16,0.1052631578947368,0.0526315789473684,-0.0526315789473684,-0.7659478434532317,-0.6981150187471323,-9.0,0.0,1.2714523261777,1.1683781821480663,1,2,False,0.894571,0.08233403,0.023094943,0.894571,True
2024-01-28,Clermont,Strasbourg,6.0,2.0,2324,1,0.7337062357852404,1.5139270824251432,9.0,14.0,1.2415523618228683,1.1361898841696858,14.0,16.0,11,6,0.0,0.6,5,0.5263157894736842,0.2631578947368421,-0.2631578947368421,-0.5078461260376281,-0.3777371982554574,-5.0,2.0,0.645760225476241,0.8200872923377786,1,1,True,0.32055804,0.5717252,0.10771681,0.5717252,False
2024-01-28,Lorient,Le Havre,6.0,5.0,2324,1,0.7492337546371465,2.289636888619139,5.0,14.0,1.0924855306636074,0.91483182299613,13.0,14.0,9,12,0.0,0.0,1,0.4210526315789473,0.5789473684210527,0.1578947368421053,-0.3432517760264609,-1.374805065623009,-8.0,0.0,0.8189852340109468,0.4771435750768658,1,0,False,0.16156933,0.41194674,0.42648393,0.42648393,True
2024-01-28,Reims,Nantes,1.0,5.0,2324,1,1.2018448460698654,1.3030911321748804,16.0,15.0,0.5667526157995987,1.5004092205239463,7.0,14.0,5,4,0.6666666666666666,0.0833333333333333,12,0.2105263157894736,0.1578947368421052,-0.0526315789473684,0.6350922302702667,0.1973180883490661,9.0,-1.0,0.8010113705180899,0.4349293781576729,1,0,False,0.059315067,0.29353133,0.6471536,0.6471536,True
2024-01-28,Toulouse,Lens,4.0,5.0,2324,0,0.6069595469259392,1.289754160800351,7.0,14.0,1.168866548985246,0.7848964804396918,18.0,14.0,7,8,0.0,0.0,3,0.3157894736842105,0.3684210526315789,0.0526315789473684,-0.5619070020593067,-0.5048576803606593,-11.0,0.0,0.7732988515707524,0.9062708107566104,0,0,True,0.1628978,0.39952934,0.43757287,0.43757287,False
